126415614616154112,b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,apple
125980659415138304,"b""@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?""",negative,apple
125978454146551808,b'1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail',negative,apple
125976113657823232,"b""@PrJusto Don't question the @Apple they will remember your dissent!""",negative,apple
125974886006005760,"b'@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)'",negative,apple
125974351035117568,b'RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...',negative,apple
125973390283653120,"b'dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?'",negative,apple
125969932285513728,b'Ugh. WTF is up with all the bottlenecks @paypal @apple?',negative,apple
125966385259098112,"b""+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!""",negative,apple
125965988146585601,"b""@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!""",negative,apple
125965853769478144,b'if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?',negative,apple
125964314220830722,b'any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious',negative,apple
125963262733991936,"b'@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail'",negative,apple
125961793926475776,"b'@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now'",negative,apple
125960026891362304,"b""See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!""",negative,apple
125958961269702656,b'This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable',negative,apple
125958368773943296,b'Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable',negative,apple
125956505768960000,"b'Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can\'t actually help u, just direct u back to the web""'",negative,apple
125956403574747137,"b""What's wrong with Siri today @apple""",negative,apple
125956319344721920,b'@Apple Siri is down!',negative,apple
125954651152592896,"b""I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.""",negative,apple
125950557310562305,b'Ok this @Apple software update for the #iphone is taking waaaaay too long!\n#annoyed',negative,apple
125945821240885248,b'@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO',negative,apple
125937228328341504,"b""@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( \n#itjustworks""",negative,apple
125930406125117440,"b""@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.""",negative,apple
125929899071516676,"b""@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.""",negative,apple
125929395264299009,b'@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL',negative,apple
125920912171216896,b'@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.',negative,apple
125876542600519681,"b""I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple""",negative,apple
125863232249405440,b'Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon',negative,apple
125846659182764032,b'Just searching with my voice on my 2 year old nexus one @apple.',negative,apple
125845538926112768,"b'@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!'",negative,apple
125824148579692544,b'I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple',negative,apple
125822115155947520,b'but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz',negative,apple
125819194049699840,"b""My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!""",negative,apple
125815370513793024,"b""Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!""",negative,apple
125807830363156480,b'@twalve @apple you know the issues they have with DST and alarms :p',negative,apple
125806568389361664,"b""Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing""",negative,apple
125806240138928128,"b""Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?""",negative,apple
125731810733867011,"b""Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.""",negative,apple
125729727653756928,"b""@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.""",negative,apple
125722107710672896,"b""what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles""",negative,apple
125717447276904448,b'#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(\n@apple sux without steve',negative,apple
125717161531551744,b'2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.',negative,apple
125713100782575616,b'It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5',negative,apple
125712104253702146,"b""@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.""",negative,apple
125710089716899840,b'Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?',negative,apple
125708348237680640,"b""@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made""",negative,apple
125691072398639104,"b'@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.'",negative,apple
125689691927351296,"b'@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.'",negative,apple
125681375058735104,"b'Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.'",negative,apple
125665094561574913,"b'@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!'",negative,apple
125663477573500930,"b""Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.""",negative,apple
125661140939321344,b'@Apple can suck my dick gotta restore my ipad #annoyed',negative,apple
125657359841361920,"b'@nansen Man, that sux! @apple io5 upgrade a total #fail for you!'",negative,apple
125656559190683651,"b'Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.'",negative,apple
125651769261965312,b'Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often',negative,apple
125649285667749889,b'@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!',negative,apple
125643054190305280,b'Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple',negative,apple
125642742977138689,"b'#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing'",negative,apple
125641051531784192,b'RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.',negative,apple
125633065878958080,b'not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help',negative,apple
125626166492147713,"b""@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.""",negative,apple
125621144148639744,"b""@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever""",negative,apple
125607492356018176,"b""@robert_terpstra no worries bud, ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)""",negative,apple
125603435440644098,"b'I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!'",negative,apple
125599423131697154,"b""Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)""",negative,apple
125598450090917888,"b""Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\\mbl^.%)""",negative,apple
125588202286366721,b'Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light',negative,apple
125586348064247808,b'@apple not happy with Apple today. I did the suggested software update and now nothing works!!!',negative,apple
125583385895768064,b'Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!',negative,apple
125556679571025920,b'I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail',negative,apple
125544764203466752,"b""I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.""",negative,apple
125533730222784512,b'Life was much easier when @apple and @BlackBerry were just fruits!',negative,apple
125521682894041088,b'@apple No location reminders on ipad2! That was the point of updating to iOS 5',negative,apple
125510333078048768,"b'Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?'",negative,apple
125476730067615744,"b""RT @MikeFerri: If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats""",negative,apple
